纯挚,纯真
誓词,誓言
支,收
出兵,收兵
出操,收操
开场,收场
收获,收成
免费,收费
出工,收工
发出,收回
播种,收获
搜集,收集
搜罗,收罗
收购,收买
开盘,收盘
支出,收入
拾掇,收拾
膨胀,收缩
开头,收尾
脚,手
孜孜不倦,手不释卷
妙手回春,手到病除
易如反掌,手到擒来
从容不迫,手忙脚乱
手重,手轻
兴高采烈,手舞足蹈
手轻,手重
不知所措,手足无措
情同手足,手足之情
攻,守
败家子,守财奴
违法,守法
讳莫如深,守口如瓶
洁身自好,守身如玉
攻势,守势
取信,守信
创业,守业
违约,守约
刻舟求剑,守株待兔
尾,首
初次,首次
领袖,首领
领袖,首脑
数一数二,首屈一指
与世长辞,寿终正寝
蒙,受
遭到,受到
受益,受害
行贿,受贿
回礼,受礼
授命,受命
授权,受权
受害,受益
收获颇丰,受益匪浅
获益良多,受益无穷
享福,受罪
人性,兽性
卖,售
受,授
受命,授命
受权,授权
肥,瘦
骨瘦如柴,瘦骨嶙峋
肥胖,瘦削
肥大,瘦小
胖子,瘦子
口语,书面语
表达,抒发
快速,倏地
异曲同工,殊途同归
亲,疏
卷,舒
舒适,舒服
伸展,舒展
赢,输
输入,输出
输出,输入
保送,输送
当,赎
生,熟
游刃有余,熟能生巧
视而不见,熟视无睹
生手,熟手
寒假,暑假
负隅顽抗,束手待毙
束手待毙,束手就擒
一筹莫展,束手无策
置之不理,束之高阁
歌功颂德,树碑立传
横,竖
嫡,庶
不可胜数,数不胜数
首屈一指,数一数二
兴,衰
衰落,衰败
衰草如烟,衰草连天
败落,衰落
健康,衰弱
兴起,衰亡
单,双
单方,双方
左右开弓,双管齐下
单数,双数
火,水
瓜熟蒂落,水到渠成
势不两立,水火不相容
干巴巴,水灵灵
旱路,水路
真相大白,水落石出
不分彼此,水乳交融
安居乐业,水深火热
水天一线,水天相接
风雨不透,水泄不通
水患,水灾
大海捞针,水中捞月
逆,顺
特地,顺便
依次,顺次
别扭,顺当
逆耳,顺耳
迎风,顺风
逆境,顺境
水到渠成,顺理成章
逆流,顺流
随手,顺手
逆水,顺水
因势利导,顺水推舟
次第,顺序
倒叙,顺叙
扎眼,顺眼
一成不变,瞬息万变
道,说
压服,说服
扯谎,说谎
言而无信,说一不二
庞然大物,硕大无朋
一无所获,硕果累累
习以为常,司空见惯
公,私
私自,私下
公营,私营
公有,私有
念,思
思绪,思路
思想,思维
扯开,撕开
生,死
板滞,死板
苟且偷生,死不足惜
半途而废,死而后已
东山再起,死灰复燃
融会贯通,死记硬背
活结,死结
九死一生,死里逃生
绝路,死路
万马齐喑,死气沉沉
犹豫不决,死心塌地
罪不容诛,死有余辜
寿终正寝,死于非命
四周,四处
支离破碎,四分五裂
五湖四海,四面八方
左右逢源,四面楚歌
轻举妄动,四平八稳
服侍,伺候
仿佛,似乎
光阴似箭,似水流年
素昧平生,似曾相识
言而无信,驷马难追
暴虐,肆虐
紧,松
抓紧,松开
坚实,松软
松懈,松散
朗读,诵读
收,送
搜寻,搜查
冥思苦想,搜肠刮肚
搜罗,搜集
网罗,搜罗
搜寻,搜索
绞尽脑汁,搜索枯肠
搜索,搜寻
雅,俗
庄严,肃穆
恨之入骨,肃然起敬
荤,素
素昧平生,素不相识
平素,素常
素净,素淡
从来,素来
平日,素日
修养,素养
快,速
持久,速决
拖泥带水,速战速决
心愿,宿愿
悲欢离合,酸甜苦辣
合计,算计
固然,虽然
同流合污,随波逐流
见机行事,随机应变
人云亦云,随声附和
马马虎虎,随随便便
为所欲为,随心所欲
益,损
损伤,损害
自私自利,损人利己
伸,缩
扩充,缩减
缩头缩脑,缩手缩脚
减少,缩小
所向无敌,所向披靡
所向披靡,所向无敌
一切,所有
讨取,索取
津津有味,索然无味
干脆,索性
别人,他人
自杀,他杀
倒台,塌台
陷落,塌陷
踩,踏
放,抬
压低,抬高
低头,抬头
兵荒马乱,太平盛世
恬然,泰然
泰然自若,泰然处之
惊慌失措,泰然自若
倒台,坍台
得寸进尺,贪得无厌
赃官,贪官
贪心,贪婪
苟且偷生,贪生怕死
贪婪,贪心
贪污腐化,贪赃枉法
分摊,摊派
稍纵即逝,昙花一现
道,谈
闻风丧胆,谈虎色变
说话,谈话
议论,谈论
谈笑自若,谈笑风生
谈笑风生,谈笑自若
安然,坦然
包庇,袒护
叹息,叹气
蔚为大观,叹为观止
冰,炭
看望,探访
探求,探究
十拿九稳,探囊取物
省亲,探亲
探究,探索
讨论,探讨
歪门邪道,堂堂正正
假使,倘若
流,淌
口若悬河,滔滔不绝
遁,逃
逃窜,逃跑
溜之大吉,逃之夭夭
熏陶,陶冶
调皮,淘气
征伐,讨伐
还价,讨价
请教,讨教
议论,讨论
厌恶,讨厌
特地,特别
间谍,特务
特地,特意
痛,疼
心疼,疼爱
笑,啼
哭笑不得,啼笑皆非
降,提
大纲,提纲
模棱两可,提纲挈领
降价,提价
提早,提前
发问,提问
心惊胆战,提心吊胆
建议,提议
延迟,提早
降职,提职
膂力,体力
面子,体面
体恤,体贴
漠不关心,体贴入微
遍体鳞伤,体无完肤
放荡不羁,倜傥不羁
为,替
地,天
天长日久,天长地久
翻天覆地,天翻地覆
千里迢迢,天各一方
银河,天河
天亮,天黑
缄口不语,天花乱坠
昏天黑地,天昏地暗
理所当然,天经地义
地面,天空
天涯海角,天南地北
怨声载道,天怒人怨
通途,天堑
苍穹,天穹
自然,天然
大相径庭,天壤之别
地下,天上
不相上下,天上人间
地利,天时
地狱,天堂
地理,天文
走投无路,天无绝人之路
天灾人祸,天下大乱
太平盛世,天下太平
无独有偶,天下无双
天分,天性
天南地北,天涯海角
天旋地转,天摇地动
完美无缺,天衣无缝
加,添
添枝加叶,添油加醋
添油加醋,添枝加叶
淡泊,恬淡
苦,甜
甘美,甜蜜
挖,填
撩拨,挑逗
挑选,挑拣
选择,挑选
应战,挑战
瞭望,眺望
腾跃,跳跃
揭,贴
铁证如山,铁案如山
持之以恒,铁杵成针
大公无私,铁面无私
乌青,铁青
我行我素,铁石心肠
大海捞针,铁树开花
死心,铁心
任凭,听凭
听之任之,听其自然
听凭,听任
听其自然,听天由命
听其自然,听之任之
处心积虑,空心思
高地,地
补,剜
花花公子,纨绔子弟
援救,救
长辈,辈
正点,点
早婚,婚
暮年,年
早期,期
朝霞,霞
直言,言
委婉,转
万古长青,古长存
万古长存,古长青
名垂青史,古流芳
一贫如洗,贯家私
鸦雀无声,籁俱寂
万马齐喑,马奔腾
高枕无忧,事大吉
在所不辞,死不辞
十拿九稳,无一失
众志成城,众一心
姹紫嫣红,紫千红
安,危
怪石嶙峋,危峰兀立
危殆,危急
安如磐石,危如累卵
风险,危险
危如累卵,危在旦夕
威严,风
气势汹汹,风凛凛
威严,武
微波荡漾,微波粼粼
微乎其微,微不足道
和风,微风
轻轻,微微
浅笑,微笑
高耸,巍峨
摇摇欲坠,巍然屹立
为所欲为,为非作歹
助纣为虐,为虎作伥
为虎作伥,为民除害
指日可待,为期不远
围歼,围剿
盘绕,围绕
声东击西,围魏救赵
背,违
违犯,违背
奉公守法,违法乱纪
听从,违抗
愿意,违心
利欲熏心,唯利是图
百依百顺,唯命是从
唯命是从,唯唯诺诺
妄自尊大,唯我独尊
唯心主义,唯物主义
唯物主义,唯心主义
生怕,惟恐
活灵活现,惟妙惟肖
专一,惟一
真,伪
头,尾
序幕,尾声
冤枉,委屈
拜托,委托
绘声绘色,娓娓动听
侃侃而谈,娓娓而谈
朝气蓬勃,萎靡不振
已,未
将来,未来
不免,未免
已然,未然
得逞,未遂
不曾,未曾
滋味,味道
津津有味,味同嚼蜡
勇往直前,畏缩不前
湛蓝,蔚蓝
文质彬彬,温文尔雅
和煦,温煦
白,文
讳疾忌医,文过饰非
文明,文化
理科,文科
文化,文明
武功,文治
温文尔雅,文质彬彬
文风不动,纹丝不动
纹丝不动,闻风而动
望风而逃,闻风丧胆
出名,闻名
举世闻名,闻名中外
不足为奇,闻所未闻
符合,吻合
稳妥,稳当
波动,稳定
危如累卵,稳如泰山
稳健,稳重
答,问
问寒问暖,问长问短
问长问短,问寒问暖
答辩,问难
问心有愧,问心无愧
问心无愧,问心有愧
瓮中之鳖,瓮中捉鳖
人,我
言听计从,我行我素
肥,沃
坐,卧
黑,乌
光阴似箭,乌飞兔走
乱七八糟,乌七八糟
净化,污染
纯净,污浊
房屋,屋宇
污蔑,诬蔑
诬害,诬陷
有,无
非常,无比
一望无际,无边无际
有的放矢,无的放矢
漠不关心,无动于衷
独一无二,无独有偶
无故,无端
肆无忌惮,无法无天
有方,无方
不妨,无妨
按劳分配,无功受禄
有关,无关
息息相关,无关痛痒
有害,无害
流言蜚语,无稽之谈
黔驴技穷,无计可施
杯水车薪,无济于事
价值连城,无价之宝
自由自在,无拘无束
无与伦比,无可比拟
无可厚非,无可非议
迫不得已,无可奈何
在理,无理
有力,无力
有利,无利
不管,无论
大名鼎鼎,无名小卒
无名小卒,无名英雄
无法,无奈
能干,无能
无计可施,无能为力
无忧无虑,无牵无挂
无量,无穷
置之不理,无人问津
大名鼎鼎,无声无息
安分守己,无事生非
有数,无数
包罗万象,无所不包
无所事事,无所不能
无恶不作,无所不为
一无所有,无所不有
一无所知,无所不知
无微不至,无所不至
肆无忌惮,无所顾忌
莫衷一是,无所适从
临危不惧,无所畏惧
无所事事,无所作为
有望,无望
漠不关心,无微不至
有为,无为
有趣,无味
有机可乘,无隙可乘
得空,无暇
有限,无限
有效,无效
无隙可乘,无懈可击
无意,无心
有形,无形
不必,无须
有益,无益
有意,无意
有意识,无意识
荡然无存,无影无踪
牵肠挂肚,无忧无虑
有余,无余
不相上下,无与伦比
事出有因,无缘无故
惹是生非,无中生有
举足轻重,无足轻重
无须,毋庸
五光十色,五彩缤纷
五颜六色,五光十色
四面八方,五湖四海
五颜六色,五花八门
心悦诚服,五体投地
五光十色,五颜六色
文,武
文官,武官
文官,武将
揭,捂
作弊,舞弊
务虚,务实
务实,务虚
完璧归赵,物归原主
人证,物证
正点,误点
迷途知返,误入歧途
寐,寤
旦,夕
中,西
东南,西北
中餐,西餐
东方,西方
东北,西南
中医,西医
呼,吸
企求,希求
期望,希望
今,昔
往日,昔日
作,息
动怒,息怒
毫不相关,息息相关
字斟句酌,惜墨如金
密,稀
稀奇,稀罕
稀罕,稀奇
浓缩,稀释
密密麻麻,稀稀拉拉
罕见,稀有
燃烧,熄灭
冷冷清清,熙熙攘攘
喜笑颜开,嘻皮笑脸
罕见,习见
视而不见,习以为常
攻击,袭击
洗濯,洗涤
冗长,洗练
忧,喜
大喜过望,喜出望外
喜出望外,喜从天降
悲剧,喜剧
挽联,喜联
温文尔雅,喜怒无常
怒气,喜气
得意洋洋,喜气洋洋
忧色,喜色
丧事,喜事
脍炙人口,喜闻乐见
怒形于色,喜形于色
解,系
粗,细
粗布,细布
粗活,细活
粗粮,细粮
纤细,细微
粗大,细小
实话,瞎话
窄,狭
冤家路窄,狭路相逢
广义,狭义
狭隘,狭窄
默默无闻,遐迩闻名
遥想,遐想
瑜,瑕
上,下
上班,下班
出口成章,下笔成章
上层,下层
新来乍到,下车伊始
上等,下等
上风,下风
上级,下级
上去,下来
阳春白雪,下里巴人
下跌,下落
上面,下面
上品,下品
上去,下去
动手,下手
上台,下台
上弦,下弦
上限,下限
上司,下属
冬,夏
冬季,夏季
后,先
后代,先辈
先下手为强,先发制人
祖先,先人
教师,先生
先发制人,先声夺人
一尘不染,纤尘不染
柔弱,纤弱
细微,纤细
揭,掀
陈,鲜
鲜明,鲜亮
不为人知,鲜为人知
艳丽,鲜艳
光彩夺目,鲜艳夺目
忙,闲
闲谈,闲聊
正事,闲事
空闲,闲暇
言外之意,弦外之音
淡,咸
淡水,咸水
厌弃,嫌弃
隐,显
鲜明,显明
光宗耀祖,显亲扬名
夷,险
险峻,险恶
隐,现
古代,现代
言传身教,现身说法
如今,现在
限制,限度
搭救,陷害
堕入,陷入
城,乡
农村,乡村
同乡,乡亲
绝对,相对
符合,相符
相反相成,相辅相成
互相,相互
见风使舵,相机行事
容颜,相貌
等量齐观,相提并论
相反,相同
置信,相信
相得益彰,相形见绌
臭,香
苦涩,香甜
略,详
概况,详情
受罪,享福
吃苦,享乐
享用,享受
尽人皆知,享誉中外
响遏行云,响彻云霄
呼应,响应
念,想
背,向
导游,向导
朝阳,向阳
醉翁之意不在酒,项庄舞剑;意在沛公
意味,象征
长,消
消弭,消除
毁灭,消灭
溶化,消溶
散失,消散
衰退,消退
沦亡,消亡
音讯,消息
自由自在,逍遥自在
卖,销
请假,销假
偃旗息鼓,销声匿迹
出售,销售
壤,霄
大,小
长辈,小辈
大道,小道
大人,小孩儿
大户,小户
大家庭,小家庭
大节,小节
大名,小名
大年,小年
大度,小器
玲珑,小巧
君子,小人
大人物,小人物
大事,小事
借题发挥,小题大作
大街,小巷
大写,小写
粗心大意,小心谨慎
战战兢兢,小心翼翼
知道,晓得
孝敬,孝顺
逆子,孝子
成效,效果
效能,效力
哭,笑
愁容,笑容
喜形于色,笑容可掬
愁眉苦脸,笑逐颜开
上班,歇班
休憩,歇息
开业,歇业
谐和,协调
辅佐,协助
合作,协作
正,邪
正道,邪道
正路,邪路
主谋,胁从
鼓,泄
走漏,泄漏
保密,泄密
气馁,泄气
装,卸
离任,卸任
开,谢
在世,谢世
不期而遇,邂逅相遇
口,心
亲爱,心爱
问心无愧,心安理得
心猿意马,心不在焉
心平气和,心潮澎湃
心悦诚服,心服口服
何乐不为,心甘情愿
心慈手软,心狠手辣
心胸,心怀
别有用心,心怀叵测
心平气和,心慌意乱
跃跃欲试,心灰意懒
心灰意懒,心灰意冷
从容不迫,心急如火
提心吊胆,心惊胆战
心有余悸,心惊肉跳
心直口快,心口如一
心思,心理
心照不宣,心领神会
大失所望,心满意足
平心静气,心平气和
心满意足,心如刀绞
七上八下,心神不宁
心机,心思
疼爱,心疼
格格不入,心心相印
灵机一动,心血来潮
心心相印,心有灵犀一点通
爱莫能助,心有余而力不足
心惊肉跳,心有余悸
心服口服,心悦诚服
守口如瓶,心直口快
勤劳,辛勤
怅然,欣然
欣喜,欣慰
兴高采烈,欣喜若狂
蒸蒸日上,欣欣向荣
旧,新
推陈出新,新陈代谢
早先,新近
重生,新生
古诗,新诗
旧式,新式
老手,新手
旧书,新书
原址,新址
疑,信
信仰,信奉
服气,信服
函件,信件
胡说八道,信口雌黄
决心,信心
亡,兴
灰溜溜,兴冲冲
兴修,兴建
兴盛,兴隆
衰亡,兴起
兴味,兴趣
昌盛,兴盛
大张旗鼓,兴师动众
负荆请罪,兴师问罪
兴隆,兴旺
兴建,兴修
也许,兴许
兴风作浪,兴妖作怪
兴高采烈,兴致勃勃
星斗,星辰
银河,星河
水滴石穿,星火燎原
鳞次栉比,星罗棋布
云集,星散
止,行
路程,行程
受贿,行贿
即将,行将
还礼,行礼
酒囊饭袋,行尸走肉
卓有成效,行之有效
行迹,行踪
构成,形成
形态万千,形态各异
抽象,形象
五花八门,形形色色
外形,形状
醉,醒
夺目,醒目
幸亏,幸好
幸而,幸亏
侥幸,幸运
吉,凶
如狼似虎,凶神恶煞
吉兆,凶兆
弟,兄
澎湃,汹涌
襟怀,胸怀
襟怀,胸襟
胸中有数,胸有成竹
胸中有数,胸中无数
雌,雄
野心勃勃,雄心勃勃
英姿,雄姿
戚,休
开会,休会
同甘共苦,休戚与共
歇息,休憩
开庭,休庭
歇息,休息
复学,休学
疗养,休养
养精蓄锐,休养生息
停战,休战
建,修
订正,修订
建筑,修建
修缮,修理
修缮,修葺
建筑,修筑
惭愧,羞愧
娟秀,秀丽
漠不关心,袖手旁观
实,虚
实词,虚词
踏实,虚浮
虚拟,虚构
浮夸,虚夸
装腔作势,虚情假意
真假,虚实
不动声色,虚张声势
需求,需要
缓,徐
冉冉,徐徐
好久,许久
答应,许可
许愿,许诺
朝阳,旭日
蒸蒸日上,旭日东升
尾声,序幕
序文,序言
道,叙
叙说,叙述
罗唆,絮叨
声称,宣称
喧哗,喧闹
吵嚷,喧嚷
清净,喧扰
全集,选集
挑选,选择
绮丽,绚丽
教,学
先生,学生
学问,学识
进修,学习
乌黑,雪白
落井下石,雪中送炭
深仇大恨,血海深仇
尸横遍野,血流成河
未老先衰,血气方刚
血缘,血统
陶冶,熏陶
觅,寻
追本溯源,寻根究底
寻欢作乐,寻花问柳
寻觅,寻找
驯良,驯顺
安分守己,循规蹈矩
按部就班,循序渐进
怒斥,训斥
疾速,迅速
秉公,徇私
营私舞弊,徇私舞弊
抬高,压低
说服,压服
压榨,压迫
押送,押解
万籁俱寂,鸦雀无声
理屈词穷,哑口无言
俗,雅
有口皆碑,雅俗共赏
吐,咽
云消雾散,烟消云散
埋没,湮没
提早,延迟
迁延,延宕
中途夭折,延年益寿
宽,严
盛夏,严冬
酷寒,严寒
严酷,严峻
紧密,严密
结结实实,严严实实
枕戈待旦,严阵以待
行,言
口是心非,言不由衷
以身作则,言传身教
言而无信,言而有信
破镜重圆,言归于好
夸大其词,言过其实
一针见血,言简意赅
身教,言教
百依百顺,言听计从
弦外之音,言外之意
言行一致,言行不一
言之无物,言之有物
内地,沿海
因循,沿袭
酷热,炎热
岌岌可危,奄奄一息
仿佛,俨然
销声匿迹,偃旗息鼓
埋葬,掩埋
欲盖弥彰,掩人耳目
头昏眼花,眼花缭乱
眼皮,眼帘
长远,眼前
眼熟,眼生
眼生,眼熟
上演,演出
归纳,演绎
讨厌,厌恶
嫌弃,厌弃
好战,厌战
素,艳
素净,艳丽
考证,验证
鸟语花香,燕语莺声
抑,扬
取长补短,扬长避短
拂袖而去,扬长而去
眉飞色舞,扬眉吐气
康庄大道,羊肠小道
阴,阳
下里巴人,阳春白雪
两面三刀,阳奉阴违
阴沟,阳沟
康庄大道,阳关大道
阴间,阳间
阴文,阳文
土,洋
蔚为大观,洋洋大观
味同嚼蜡,洋洋洒洒
弥漫,洋溢
俯,仰
四脚朝天,仰面朝天
寄人篱下,仰人鼻息
俯视,仰视
抬头,仰头
仰视,仰望
休养生息,养精蓄锐
斩草除根,养痈遗患
娇生惯养,养尊处优
洋洋得意,怏怏不乐
呼喊,吆喝
蛊惑人心,妖言惑众
身无分文,腰缠万贯
约请,邀请
摆,摇
哑口无言,摇唇鼓舌
摇摆,摇晃
点头,摇头
摇头晃脑,摇头摆尾
摇头摆尾,摇头晃脑
摇摇晃晃,摇摇摆摆
岌岌可危,摇摇欲坠
摇摆,摇曳
高不可攀,遥不可及
鞭长莫及,遥相呼应
遐想,遥想
指日可待,遥遥无期
悠远,遥远
石沉大海,杳无音信
字斟句酌,咬文嚼字
恨之入骨,咬牙切齿
言简意赅,要言不烦
张牙舞爪,耀武扬威
夺目,耀眼
或许,也许
家,野
文明,野蛮
正史,野史
狼子野心,野心勃勃
专业,业余
饮水思源,叶落归根
日,夜
日班,夜班
自高自大,夜郎自大
一蹶不振,一败涂地
普通,一般
有板有眼,一板一眼
三心二意,一暴十寒
道貌岸然,一本正经
生吞活剥,一笔抹煞
落井下石,一臂之力
平步青云,一步登天
遥相呼应,一唱一和
知难而退,一朝被蛇咬;三年怕井绳
一干二净,一尘不染
原封不动,一成不变
束手无策,一筹莫展
一挥而就,一蹴而就
一刻千金,一寸光阴一寸金
遗臭万年,一代风流
快刀斩乱麻,一刀两断
一如既往,一反常态
势如破竹,一夫当关;万夫莫开
混为一谈,一概而论
一尘不染,一干二净
一气呵成,一鼓作气
一向,一贯
一无所长,一技之长
一见钟情,一见倾心
一见钟情,一见如故
望而生畏,一见钟情
一举两得,一箭双雕
一鸣惊人,一举成名
一箭双雕,一举两得
萎靡不振,一蹶不振
坐井观天,一孔之见
一目了然,一览无余
与日俱增,一劳永逸
依然如故,一了百了
一丘之貉,一路货色
一帆风顺,一路平安
一帆风顺,一路顺风
一概,一律
一泻千里,一落千丈
身先士卒,一马当先
一望无际,一马平川
爱财如命,一毛不拔
与世长辞,一命呜呼
如出一辙,一模一样
了如指掌,一目了然
字斟句酌,一目十行
言而无信,一诺千金
众志成城,一盘散沙
利欲熏心,一片冰心
一无所有,一贫如洗
一同,一起
一挥而就,一气呵成
无价之宝,一钱不值
一无所知,一窍不通
一贫如洗,一穷二白
半斤八两,一丘之貉
随声附和,一犬吠形;百犬吠声
道听途说,一人传虚;万人传实
日新月异,一日千里
自始自终,一如既往
一扫而空,一扫而光
悬崖勒马,一失足成千古恨
哑口无言,一时语塞
厚此薄彼,一视同仁
纹丝不动,一丝不动
敷衍了事,一丝不苟
一扫而光,一网打尽
勇往直前,一往无前
一马平川,一望无际
一无所知,一问三不知
尽善尽美,一无是处
一贫如洗,一无所有
如数家珍,一五一十
将错就错,一误再误
两相情愿,一相情愿
两相情愿,一厢情愿
一落千丈,一泻千里
二心,一心
专心致志,一心一意
千言万语,一言半语
一诺千金,一言既出;驷马难追
说一不二,一言为定
逐个,一一
独断专行,一意孤行
蜂拥而至,一拥而上
一针见血,一语道破
以逸待劳,一张一弛
开门见山,一针见血
南柯一梦,一枕黄粱
博古通今,一知半解
不断,一直
分歧,一致
挥金如土,一掷千金
人面兽心,衣冠禽兽
背井离乡,衣锦还乡
衣冠楚楚,衣衫褴褛
穿着,衣着
治疗,医治
顺次,依次
照旧,依旧
依托,依靠
眷恋,依恋
仍然,依然
荡然无存,依然如故
违拗,依顺
独具匠心,依样画葫芦
恋恋不舍,依依不舍
险,夷
恼人,宜人
挪动,移动
偷梁换柱,移花接木
流芳百世,遗臭万年
遗址,遗迹
脱漏,遗漏
信,疑
迷惑不解,疑惑不解
疑问,疑难
未,已
曾经,已经
以怨报德,以德报怨
坐井观天,以管窥天
当前,以后
量才录用,以貌取人
免得,以免
以眼还眼,以其人之道;还治其人之身
知法犯法,以身试法
身先士卒,以身作则
以德报怨,以怨报德
以致,以至
致使,以致
责无旁贷,义不容辞
卑躬屈膝,义愤填膺
勇往直前,义无反顾
理屈词穷,义正辞严
谈论,议论
众说纷纭,议论纷纷
人云亦云,亦步亦趋
同,异
奇光异彩,异彩纷呈
非常,异常
妖言惑众,异端邪说
与众不同,异乎寻常
同化,异化
众口一词,异口同声
殊途同归,异曲同工
想入非非,异想天开
同性,异性
异常,异样
梦话,呓语
扬,抑
平铺直叙,抑扬顿挫
遏止,抑止
抑止,抑制
难,易
欢天喜地,悒悒不乐
害,益
害虫,益虫
害鸟,益鸟
劳,逸
逸闻,逸事
认识,意识
意义,意思
不测,意外
语重心长,意味深长
志愿,意愿
决然,毅然
当机立断,毅然决然
果,因
因而,因此
量体裁衣,因地制宜
因此,因而
一视同仁,因人而异
顺水推舟,因势利导
要素,因素
由于,因为
舍本逐末,因小失大
沿袭,因循
墨守成规,因循守旧
来由,因由
阳,阴
暗淡,阴暗
鬼使神差,阴差阳错
晴朗,阴沉
阳沟,阴沟
阳间,阴间
诡计多端,阴谋诡计
阳文,阴文
阳性,阴性
阴霾,阴郁
声响,音响
雪白,银白
举荐,引荐
带路,引路
惹起,引起
有目共睹,引人注目
援用,引用
诱惑,引诱
忍气吞声,饮泣吞声
数典忘祖,饮水思源
杀鸡取卵,饮鸩止渴
现,隐
荫蔽,隐蔽
藏匿,隐匿
影射,隐射
抛头露面,隐姓埋名
模模糊糊,隐隐约约
隐私,隐衷
当,应
应对,应答
对付,应付
应接不暇,应付自如
目不暇接,应接不暇
招考,应考
招聘,应聘
招考,应试
包罗万象,应有尽有
威武,英武
意气风发,英姿飒爽
拾人牙慧,鹦鹉学舌
脱胎换骨,鹰化为鸩，犹憎其眼
送,迎
顶风,迎风
踌躇不前,迎头赶上
亏,盈
亏损,盈余
修建,营建
阵营,营垒
两袖清风,营私舞弊
停业,营业
营建,营造
输,赢
模模糊糊,影影绰绰
映托,映衬
映照,映射
软,硬
软化,硬化
仆人,佣人
反对,拥护
拥堵,拥挤
堵塞,拥塞
具有,拥有
干才,庸才
大有作为,庸庸碌碌
永诀,永别
遗臭万年,永垂不朽
永久,永恒
永世,永久
遗臭万年,永世长存
永久,永远
怯,勇
有勇无谋,勇而无谋
骁勇,勇猛
懦夫,勇士
积极,踊跃
意图,用意
劣,优
虐待,优待
劣等,优等
犹豫不决,优柔寡断
劣势,优势
自卑感,优越感
愁,忧
忧虑,忧愁
忧愁,忧虑
喜色,忧色
忧愁,忧伤
无忧无虑,忧心忡忡
无忧无虑,忧心如焚
忧伤,忧郁
幽魂,幽灵
幽丽,幽美
微弱,幽微
泰然自若,悠然自得
犹疑,犹豫
优柔寡断,犹豫不决
清淡,油腻
油嘴滑舌,油腔滑调
油腔滑调,油嘴滑舌
逛,游
旅游,游览
熟能生巧,游刃有余
废寝忘食,游手好闲
玩耍,游玩
朋,友
敌对,友好
朋友,友人
无,有
有声有色,有板有眼
临渴掘井,有备无患
对症下药,有的放矢
无方,有方
无害,有害
无机,有机
有隙可乘,有机可乘
怨声载道,有口皆碑
无愧,有愧
无力,有力
有益,有利
出名,有名
名存实亡,有名无实
众目睽睽,有目共睹
精神焕发,有气无力
无情,有情
绘声绘色,有声有色
虎头蛇尾,有始无终
善始善终,有始有终
有备无患,有恃无恐
无数,有数
杂乱无章,有条不紊
头头是道,有条有理
自始自终,有头有尾
无望,有望
无为,有为
无效,有效
无形,有形
有眼无珠,有眼不识泰山
无益,有益
成心,有意
无意识,有意识
智勇双全,有勇无谋
不足,有余
乌黑,黝黑
左,右
左边,右边
左面,右面
左派,右派
左首,右首
左翼,右翼
长,幼
夺,予
缺,余
朝霞,余晖
滥竽充数,鱼目混珠
你死我活,鱼死网破
文娱,娱乐
跨越,逾越
笨,愚
迟钝,愚钝
捉弄,愚弄
哲人,愚人
瑕,瑜
言论,舆论
取,与
日积月累,与日俱增
异乎寻常,与众不同
旱季,雨季
井井有条,语无伦次
言语,语言
苦口婆心,语重心长
闷闷不乐,郁郁不乐
生气勃勃,郁郁葱葱
闷闷不乐,郁郁寡欢
预告,预报
防止,预防
意料,预料
事后,预先
预定,预约
骑虎难下,欲罢不能
养虎遗患,欲擒故纵
居住,寓居
逢,遇
脱险,遇险
毁,誉
坐山观虎斗,鹬蚌相争;渔翁得利
朋友,冤家
狭路相逢,冤家路窄
委屈,冤屈
除夕,元旦
首恶,元凶
本,原
一成不变,原封不动
被告,原告
客籍,原籍
真相大白,原形毕露
田野,原野
缘由,原因
准绳,原则
旧址,原址
方,圆
拯救,援救
征引,援引
引用,援用
来由,缘故
探囊取物,缘木求鱼
流,源
络绎不绝,源源不断
近,远
近程,远程
近海,远海
真知灼见,远见卓识
近郊,远郊
家喻户晓,远近闻名
近景,远景
近亲,远亲
近视,远视
近海,远洋
近因,远因
恩,怨
歌功颂德,怨声载道
任劳任怨,怨天尤人
怨恨,怨尤
顺眼,悦目
呼之欲出,跃然纸上
摩拳擦掌,跃跃欲试
云集,云散
烟消云散,云消雾散
均匀,匀称
答应,允许
运转,运行
神韵,韵味
纯,杂
芜杂,杂乱
乱七八糟,杂乱无章
正色,杂色
杀,宰
分割,宰割
手舞足蹈,载歌载舞
正在,在
在野,在朝
在所难免,在劫难逃
在押,在逃
外行,在行
在逃,在押
退职,在职
我们,咱们
久,暂
临时,暂时
拍案叫绝,赞不绝口
赞誉,赞美
净,脏
逢,遭
享福,遭罪
好,糟
蹩脚,糟糕
迟,早
夜场,早场
晚上,早晨
晚婚,早婚
晚年,早年
晚期,早期
迟到,早退
新近,早先
白,皂
制,造
形成,造成
辟谣,造谣
乐音,噪音
炎热,燥热
指摘,责备
叱骂,责骂
非难,责难
义不容辞,责无旁贷
平,仄
怎样,怎么
已经,曾经
删,增
减产,增产
添加,增加
减色,增色
添加,增添
减员,增员
爱,憎
爱称,憎称
憎恶,憎恨
刺眼,扎眼
戴,摘
狭,窄
债主,债户
债务,债权
债权,债务
招蜂引蝶,沾花惹草
自鸣得意,沾沾自喜
稀薄,粘稠
顾,瞻
